catalogKey,name,source,decision,evidence_source,input_file,date_field,release_date,precision,event,source_urls,library_decision,library_candidate_date,reason
llm-stats:chexpert-cxr,CheXpert CXR,llm_stats,scope_not_release,,,,,day,paper_introduction,,scope_not_release,2019-01-21,Evidence dates the underlying dataset or a public disclosure; release/first introduction of this exact record is not established.
llm-stats:ci-memories-coverage,CI Memories Coverage,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2025-11-18,day,named_component_or_alias_introduction,https://arxiv.org/abs/2511.14937,accepted,2025-11-18,"The reviewed Library date applies to the named component or alias already present at introduction. Stored identity/event evidence: CIMemories v1 already defines both necessary-information coverage (completeness, also called coverage in the text) and inappropriate-information disclosure (violations). The named metrics appear with the original benchmark. The date is copied exclusively from releaseEvidence; no independent benchmark-family release is asserted."
llm-stats:ci-memories-violation,CI Memories Violation Rate,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2025-11-18,day,named_component_or_alias_introduction,https://arxiv.org/abs/2511.14937,accepted,2025-11-18,"The reviewed Library date applies to the named component or alias already present at introduction. Stored identity/event evidence: CIMemories v1 already defines both necessary-information coverage (completeness, also called coverage in the text) and inappropriate-information disclosure (violations). The named metrics appear with the original benchmark. The date is copied exclusively from releaseEvidence; no independent benchmark-family release is asserted."
llm-stats:cl-bench,CL-bench,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2026-02-03,day,paper_introduction,https://arxiv.org/abs/2602.03587,accepted,2026-02-03,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:cl-bench-(life),CL-bench (Life),llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2026-04-29,day,paper_introduction,https://arxiv.org/abs/2604.27043,accepted,2026-04-29,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:claw-eval,Claw-Eval,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2026-04-07,day,paper_introduction,https://arxiv.org/abs/2604.06132,accepted,2026-04-07,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:claw-eval-mm,ClawEval-MM,llm_stats,scope_not_release,,,,,day,official_introduction_or_release,,scope_not_release,2026-06-03,Evidence dates the underlying dataset or a public disclosure; release/first introduction of this exact record is not established.
llm-stats:cloningscenarios,CloningScenarios,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2024-07-14,day,named_component_or_alias_introduction,https://arxiv.org/abs/2407.10362,accepted,2024-07-14,"The reviewed Library date applies to the named component or alias already present at introduction. Stored identity/event evidence: The original LAB-Bench v1 explicitly includes the CloningScenarios subtask, introduced with the paper on 2024-07-14. This does not establish a separate benchmark family or validate all providers' scoring configurations. The date is copied exclusively from releaseEvidence; no independent benchmark-family release is asserted."
llm-stats:cluewsc,CLUEWSC,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2020-03-25,day,official_introduction_or_release,https://github.com/CLUEbenchmark/CLUE,accepted,2020-03-25,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:cmmlu,CMMLU,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2023-06-15,day,paper_introduction,https://arxiv.org/abs/2306.09212,accepted,2023-06-15,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:cmt-benchmark,CMT-Benchmark,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2025-10-06,day,paper_introduction,https://arxiv.org/abs/2510.05228,accepted,2025-10-06,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:cnmo-2024,CNMO 2024,llm_stats,scope_not_release,,,,,day,official_introduction_or_release,,scope_not_release,2024-12-27,Evidence dates the underlying dataset or a public disclosure; release/first introduction of this exact record is not established.
llm-stats:codeforces,CodeForces,llm_stats,scope_not_release,,,,,day,official_introduction_or_release,,scope_not_release,2026-04-24,Evidence dates the underlying dataset or a public disclosure; release/first introduction of this exact record is not established.
llm-stats:codegolf-v2.2,Codegolf v2.2,llm_stats,scope_not_release,,,,,day,official_introduction_or_release,,scope_not_release,2025-06-26,Evidence dates the underlying dataset or a public disclosure; release/first introduction of this exact record is not established.
llm-stats:cohere-agentic-question-answering,Cohere Agentic Question Answering,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2026-05-20,day,official_introduction_or_release,https://cohere.com/blog/command-a-plus,accepted,2026-05-20,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:cohere-data-analysis,Cohere Data Analysis,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2026-05-20,day,official_introduction_or_release,https://cohere.com/blog/command-a-plus,accepted,2026-05-20,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:cohere-memory-usage-quality,Cohere Memory Usage Quality,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2026-05-20,day,official_introduction_or_release,https://cohere.com/blog/command-a-plus,accepted,2026-05-20,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:collie,COLLIE,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2023-07-17,day,paper_introduction,https://arxiv.org/abs/2307.08689,accepted,2023-07-17,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:common-voice-15,Common Voice 15,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2023-09,month,official_introduction_or_release,https://discourse.mozilla.org/t/weekly-update-thread-2023/111644?page=2,accepted,2023-09,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:commonsenseqa,CommonSenseQA,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2018-11-02,day,paper_introduction,https://arxiv.org/abs/1811.00937,accepted,2018-11-02,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:community:07c9946d-dcf0-4977-a640-a6b1356b4f0b,independence-bench,llm_stats,unmatched,,,,,,,,unmatched,,No reviewed Library identity found.
llm-stats:community:2256e9c9-b256-4444-b639-7cc3b1855d96,nolima,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2025-02-07,day,paper_introduction,https://arxiv.org/abs/2502.05167,accepted,2025-02-07,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:community:5f95f778-c521-43fa-b80e-6a55465601e3,ael_gate_benchmark_cases_template,llm_stats,unmatched,,,,,,,,unmatched,,No reviewed Library identity found.
llm-stats:community:64d67847-06bd-423a-923c-c2acfab82281,OptimBench,llm_stats,unmatched,,,,,,,,unmatched,,No reviewed Library identity found.
llm-stats:community:ed90e889-4678-4fbd-98ab-0e654f4bf35e,atlas,llm_stats,unmatched,,,,,,,,unmatched,,No reviewed Library identity found.
llm-stats:community:fd462fc2-283c-4967-bd7d-b39d7c661807,testing,llm_stats,unmatched,,,,,,,,unmatched,,No reviewed Library identity found.
llm-stats:complexfuncbench,ComplexFuncBench,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2025-01-17,day,paper_introduction,https://arxiv.org/abs/2501.10132,accepted,2025-01-17,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:contphy,ContPhy,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2024-02-09,day,paper_introduction,https://arxiv.org/abs/2402.06119,accepted,2024-02-09,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:corpusqa,CorpusQA,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2026-01-21,day,paper_introduction,https://arxiv.org/abs/2601.14952,accepted,2026-01-21,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:corpusqa-1m,CorpusQA 1M,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2026-01-21,day,named_component_or_alias_introduction,https://arxiv.org/abs/2601.14952,accepted,2026-01-21,"The reviewed Library date applies to the named component or alias already present at introduction. Stored identity/event evidence: The original CorpusQA v1 explicitly lists Set 2 (1M), which appears in the original paper dated 2026-01-21. This does not establish a separate benchmark family or validate all providers' scoring configurations. The date is copied exclusively from releaseEvidence; no independent benchmark-family release is asserted."
llm-stats:countbench,CountBench,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2023-02-23,day,paper_introduction,https://arxiv.org/abs/2302.12066,accepted,2023-02-23,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:countqa,CountQA,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2025-08-08,day,paper_introduction,https://arxiv.org/abs/2508.06585,accepted,2025-08-08,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:covost2,CoVoST2,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2020-07-20,day,paper_introduction,https://arxiv.org/abs/2007.10310,accepted,2020-07-20,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:covost2-en-zh,CoVoST2 en-zh,llm_stats,scope_not_release,,,,,day,paper_introduction,,scope_not_release,2020-07-20,Evidence dates the underlying dataset or a public disclosure; release/first introduction of this exact record is not established.
llm-stats:coworkbench,CoWorkBench,llm_stats,scope_not_release,,,,,day,official_introduction_or_release,,scope_not_release,2026-05-21,Evidence dates the underlying dataset or a public disclosure; release/first introduction of this exact record is not established.
